AMC-9,27820,-83.03
Optus and Defense C1,27831,155.99
BSAT-2c,27830,109.86
Thuraya 2,27825,43.92
Rainbow 1 (Echostar XII),27852,-61.4
Echostar IX (Galaxy 23),27854,-121.05
DSCS III B-6,27875,-52.37
Centaur TC-20,27938,-55.88
USA 171,27937,95.51
Eurobird 3,27948,33.11
Insat 3E,27951,55.07
Galaxy 13/Horizons-1,27954,-127.03
Zhongxing-20,28082,98.03
Blok DM-2M No. 12L,28119,-6.68
Yamal-201,28089,48.9
Yamal-202,28094,89.91
UHF F/O F11 (USA 174),28117,71.33
Blok DM-2M No. 13L,28139,98.39
Ekspress AM-22,28134,53
Amos 2,28132,-4
Estrela do Sul 1,28137,-63.05
AMC-10,28154,-135.02
DSP F22,28158,103.84
MBSAT,28184,144.02
Eutelsat W3A,28187,7
Blok DM-2,28256,-29.39
Raduga-1,28194,92.41
Blok DM-2M No. 14L,28240,-116.77
Ekspress AM-11,28234,-175.29
DirecTV 7S,28238,-119.09
Superbird A2,28218,-27.34
AMC-11,28252,-131.06
INTELSAT 10-02,28358,-0.99
Telstar 18,28364,137.98
Anik F2,28378,-111.13
Amazonas,28393,-61.05
EDUSAT,28417,73.89
Feng Yun 2C,28451,123.02
AMC-15,28446,-105.09
Blok DM-2M No. 15L,28466,-168.48
Ekspress AM-1,28463,39.96
AMC 16,28472,-85.12
AMC 12 (NSS 10),28526,-37.43
XTAR-EUR,28542,28.99
Himawari-6,28622,140.01
XM Radio 3 (Rhythm),28626,-85.14
INMARSAT 4 F1,28628,143.52
Blok DM-2M No. 16L,28634,99.82
Ekspress AM-2,28629,79.95
Apstar 6,28638,134
Spaceway 1,28644,-102.92
DirectTV-8,28659,-100.88
Galaxy 28,28702,-89.05
Blok DM-2 No. 103L,28704,179.44
Ekspress AM-3,28707,140.07
Thaicom 4,28786,119.42
Galaxy 14,28790,-125.04
Anik F1R,28868,-107.33
Syracuse 3A,28885,46.96
Galaxy 15,28884,-132.99
INMARSAT 4 F2,28899,25.07
Spaceway 2,28903,-99.15
Telkom 2,28902,117.96
Insat 4A,28911,82.99
Meteosat 9,28912,-0.26
SEVIRI Entry Baffle Cover,29676,-84.4
SEVIRI Cooler Cover,29106,-140.66
GE 23 (AMC 23),28924,171.95
Echostar 10,28935,-110.22
MTSAT-2,28937,145.05
Eurobird 9A (Hot Bird 7A),28945,-30.02
Spainsat,28946,9
JCSAT 9,29045,131.88
Astra 1KR,29055,19.16
Satmex 6,29162,-113.02
GOES 13,29155,-100.02
Thaicom 5,29163,78.41
Blok DM3 No. 23L,29233,67.25
Kazsat,29230,55.71
Galaxy 16,29236,-99.06
USA 187,29240,52.85
USA 188,29241,77.71
USA 189,29242,-73.04
Hot Bird 8,29270,13
JCSAT 3A,29272,127.91
Syracuse 3B,29273,-5.18
Mugunghwa 5,29349,113.03
Zhongxing-22A,29398,103.25
DirecTV 9S,29494,-101.12
Optus D1,29495,159.97
Xinnuo 2,29516,-179.36
XM Radio 4 (Blues),29520,-115.05
Badr 4,29526,26
Feng Yun 2D,29640,86.48
FG-36 AKM,29642,168.64
deb FY-2D,33458,65.91
WildBlue 1,29643,-111.13
AMC 18,29644,-105
Measat 3,29648,91.46
Kiku-8,29656,146
Insat 4B,30793,93.52
Skynet 5A,30794,-1.19
Beidou Daohang Shiyan Wei. 4,30323,143.38
Anik F3,31102,-118.73
Galaxy 17,31307,-91.03
Astra 1L,31306,19.16
Nigcomsat 1,31395,107.57
Xinnuo 3,31577,125.03
Zhongxing 6B,31800,115.53
DirecTV 10,31862,-102.81
BSAT-3A,32019,109.82
Spaceway 3,32018,-94.98
INSAT 4CR,32050,73.97
Optus D2,32252,152.01
Intelsat IS-11,32253,-42.99
Change-1,32273,-74.04
THEMIS P4,30798,-168.22
THEMIS P3,30797,-170.58
Delta 4 5m Second Stage,32288,-88.64
DSP F23 (USA 197),32287,74.9
Star One C1,32293,-65.02
Skynet 5B,32294,52.65
Sirius 4,32299,4.81
Raduga-1M,32373,69.98
Briz-M No. 88526,32375,1.79
Horizons 2,32388,-74.08
Thuraya 3,32404,98.55
Rascom-QAF 1,32387,2.83
Briz-M No. 885257,32479,-125.48
Ekspress AM-33,32478,96.44
Thor 2R,32487,-0.79
Kizuna,32500,142.97
DirecTV 11,32729,-99.26
ICO G1,32763,-92.88
Vinasat,32767,132.03
Star One C2,32768,-70.04
Tian Lian 1A,32779,76.9
Blok DM-SLB No. 1TL,33059,125.76
Amos 3,32794,-3.99
Galaxy 18,32951,-123.03
Zhongxing 9,33051,92.21
Skynet 5C,33055,-17.82
Turksat 3A,33056,41.91
Badr 6,33154,25.98
Protostar 1 (IS-25),33153,-11.4
Echostar 11,33207,-110.04
Superbird C2,33274,143.92
AMC 21,33275,-124.94
Inmarsat 4 F3,33278,-97.73
Nimiq 4,33373,-82.01
Galaxy 19,33376,-97.07
THEMIS P5,30580,-136.88
Simon Bolivar,33414,-78.03
Astra 1M,33436,19.16
AMC 14,32708,34.03
Ciel 2,33453,-128.85
Feng Yun 2E,33463,104.25
FG-36 AKM,33465,68.13
Hot Bird 9,33459,12.97
Eutelsat W2M,33460,15.91
Delta 4 5m Second Stage,33491,-139.74
USA 202 (NROL-26),33490,44.17
Briz-M No. 99501,33598,-0.35
Ekspress MD-1,33596,80.04
Ekspress AM-44,33595,-10.99
NSS 9,33749,-177.01
Atlantic Bird 4A,33750,-7.29
Blok DM-2,34265,105.36
Raduga-1,34264,12.11
Telstar 11N,34111,-37.57
Eutelsat W2A,34710,10.03
WGS SV-2 (USA 204),34713,60.13
Beidou DW 2 (Compass G2),34779,65.72
SICRAL 1B,34810,11.79
Indostar II/Protostar II,34941,107.31
Sirius FM5,35493,-96.03
Terrestar 1,35496,-111.01
GOES 14,35491,-104.58
Asiasat 5,35696,100.5
Optus D3,35756,156.04
JCSAT 12 (JCSAT-RA),35755,127.88
Palapa D,35812,113.04
USA 207 (PAN),35815,32.94
Amazonas 2,35942,-60.98
COMSATBw-1,35943,62.95
NSS 12,36032,56.98
Thor 6,36033,-0.9
Intelsat IS-14,36097,-45.04
Eutelsat W7,36101,35.9
Intelsat IS-15,36106,85.15
DirecTV 12,36131,-76
Beidou DW 3 (Compass G1),36287,144.49
Raduga-1M,36358,84.96
Intelsat 16,36397,-48.04
